,countries,Funding,counts
11946,Kenya,Buchanan Charitable Foundation,2
11947,Kenya,"CBM International, CBM",1
11948,Kenya,Christian Blind Mission,1
11949,Kenya,Department for International Development,1
11950,Kenya,"Department for International Development, UK Government, DFID",1
11951,Kenya,Fight for Sight UK,1
11952,Kenya,"Fred Hollows Foundation, FHF",3
11953,Kenya,Ghana Health Service,1
11954,Kenya,Google Deepmind,1
11955,Kenya,"International Centre for Eye Health, London School of Hygiene & Tropical Medicine",1
11956,Kenya,Lowy Medical Foundation,1
11957,Kenya,Medical Research Council,1
11958,Kenya,"Medical Research Council, MRC",1
11959,Kenya,"Ministry of Education, Culture, Sports, Science and Technology, MEXT",1
11960,Kenya,Ministry of Health Kenya,1
11961,Kenya,Moorfields Eye Charity,1
11962,Kenya,NIHR BMRC,1
11963,Kenya,"NIHR Maudsley Biomedical Research Centre, NIHR BRC",1
11964,Kenya,Nakuru District Blindness Survey,1
11965,Kenya,National Institute for Health Research Moorfields Biomedical Research Centre,1
11966,Kenya,"National Institutes of Health, NIH",1
11967,Kenya,Nigeria Blindness,1
11968,Kenya,Queen Elizabeth Diamond Jubilee Trust,1
11969,Kenya,Seva Foundation,2
11970,Kenya,Takashi Sasayama,1
11971,Kenya,University of Auckland,1
11972,Kenya,Velux Stiftung,1
11973,Kenya,Visual Impairment Survey,1
11974,Kenya,"Wellcome Trust, WT",1
11975,Kuwait,"American Diabetes Association, ADA",1
11976,Kuwait,AstraZeneca,1
11977,Kuwait,Baptiste Berthou,1
11978,Kuwait,Dubai Health Authority DSREC,1
11979,Kuwait,ESM,1
11980,Kuwait,Eli Lilly and Company,1
11981,Kuwait,"European Commission, EC",1
11982,Kuwait,Janssen Pharmaceuticals,1
11983,Kuwait,MSD Medical Affairs Department,1
11984,Kuwait,Merck,1
11985,Kuwait,"Merck Sharp and Dohme, MSD",1
11986,Kuwait,"Meso Scale Diagnostics, MSD",1
11987,Kuwait,Ministry of Health Mexico,1
11988,Kuwait,Novartis,1
11989,Kuwait,Novo Nordisk,1
11990,Kuwait,Sanofi,1
11991,Kuwait,Sirisha Pedapudi of Sanofi,1
11992,Kuwait,Valérie Pilorget,1
11993,Kyrgyzstan,"Ministerio de Sanidad, Consumo y Bienestar Social, MISAN",1
11994,Kyrgyzstan,"Ministry of Health, MOH",1
11995,Kyrgyzstan,RCSK Batken Branch Director and Bakyt Davranov,1
11996,Kyrgyzstan,Red Crescent Society of Kyrgyzstan,1
11997,Kyrgyzstan,Swiss Red Cross,1
11998,Latvia,Academy of Finland,1
11999,Latvia,AstraZeneca,1
12000,Latvia,Else Stockmann Foundation,1
12001,Latvia,European Economic Area,1
12002,Latvia,"European Environment Agency, EEA",1
12003,Latvia,"European Regional Development Fund, FEDER",1
12004,Latvia,"Faculty of Medicine, University of Latvia",1
12005,Latvia,Folkhälsanin Tutkimussäätiö,1
12006,Latvia,"Grantová Agentura České Republiky, GA ČR",1
12007,Latvia,"H2020 Marie Skłodowska-Curie Actions, MSCA",1
12008,Latvia,"Helsingin ja Uudenmaan Sairaanhoitopiiri, HUS",1
12009,Latvia,"Horizon 2020 Framework Programme, H2020",1
12010,Latvia,Latvian Association of Endocrinology,1
12011,Latvia,Latvijas Universitate,2
12012,Latvia,Liv och Hälsa Society,1
12013,Latvia,"Meso Scale Diagnostics, MSD",1
12014,Latvia,Mutual Funds Taiwan-Latvia-Lithuania,1
12015,Latvia,"Novo Nordisk Fonden, NNF",1
12016,Latvia,NovoNordisc,1
12017,Latvia,Päivikki ja Sakari Sohlbergin Säätiö,1
12018,Latvia,Sandoz,1
12019,Latvia,Sanofi,1
12020,Latvia,Science fund of Lithuanian University of Health Sciences,1
12021,Latvia,Signe ja Ane Gyllenbergin Säätiö,1
12022,Latvia,"Technology Agency of the Czech Republic, TACR",1
12023,Lebanon,"Agence Nationale de la Recherche, ANR",1
12024,Lebanon,AstraZeneca,2
12025,Lebanon,AstraZeneca Pharma Poland,1
12026,Lebanon,Bayer Pharmaceutical Company,1
12027,Lebanon,Boehringer Ingelheim,1
12028,Lebanon,"British Council for Prevention of Blindness, BCPB",2
12029,Lebanon,"British Heart Foundation, BHF",1
12030,Lebanon,Buchanan Charitable Foundation,1
12031,Lebanon,"Canadian Diabetes Association, Heart and Stroke Fund of Canada",1
12032,Lebanon,"Centre for Public Health, Queen's University Belfast, CPH",1
12033,Lebanon,Chiesi Farmaceutici,1
12034,Lebanon,Christian Blind Mission,2
12035,Lebanon,"Commonwealth Scholarship Commission, CSC",2
12036,Lebanon,"Conseil National de la Recherche Scientifique, CNRS-L",1
12037,Lebanon,"Dartmouth College, Dartmouth",1
12038,Lebanon,"Dartmouth-Hitchcock Medical Center, DHMC",1
12039,Lebanon,Diabetes UK,1
12040,Lebanon,"Disability Rights Fund, DRF",1
12041,Lebanon,Eli Lilly and Company,1
12042,Lebanon,"European Commission, EC",1
12043,Lebanon,"Fondation pour la Recherche Médicale, FRM",1
12044,Lebanon,"Fred Hollows Foundation, FHF",2
12045,Lebanon,"Institut National de la Santé et de la Recherche Médicale, Inserm",1
12046,Lebanon,JDRF Canadian Clinical Trials Network,1
12047,Lebanon,Japan Foundation for Aging and Health,1
12048,Lebanon,Juvenile Diabetes Research Foundation Australia,1
12049,Lebanon,Merck,1
12050,Lebanon,"Ministry of Health, Labour and Welfare, MHLW",1
12051,Lebanon,Moorfields Eye Charity,3
12052,Lebanon,NIH 03756,1
12053,Lebanon,National Eleventh-Five Year Research Program of China,1
12054,Lebanon,"National Eye Institute, NEI",3
12055,Lebanon,National HealthandResearch Council Australia,1
12056,Lebanon,National Institute for Health Research Biomedical Research Centre at Moorfields Eye Hospital NHS Foundation Trust and UCL Institute of Ophthalmology,1
12057,Lebanon,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",1
12058,Lebanon,National Institute of Health Research Moorfields Biomedical Research Centre,1
12059,Lebanon,"National Institute on Aging, NIA",1
12060,Lebanon,"National Institutes of Health, NIH",3
12061,Lebanon,Novartis,1
12062,Lebanon,Novo Nordisk,1
12063,Lebanon,"Office of Naval Research, ONR",2
12064,Lebanon,Pfizer,1
12065,Lebanon,Queen Elizabeth Diamond Jubilee Trust,3
12066,Lebanon,"Queen's University Belfast, QUB",1
12067,Lebanon,RESCAP-MED,1
12068,Lebanon,"Research to Prevent Blindness, RPB",1
12069,Lebanon,SEVA Foundation,2
12070,Lebanon,Sanofi,1
12071,Lebanon,Servier,1
12072,Lebanon,"Seventh Framework Programme, FP7",1
12073,Lebanon,TEPHINET-CDC,1
12074,Lebanon,Texas Coordinating Board,1
12075,Lebanon,"Texas Higher Education Coordinating Board, THECB",2
12076,Lebanon,Training Programs in Epidemiology and Public Health Interventions Network,1
12077,Lebanon,"U.S. Air Force Academy, USAFA",2
12078,Lebanon,"U.S. Air Force, USAF",1
12079,Lebanon,USAF Phillips Laboratory,1
12080,Lebanon,University Paris 7,1
12081,Lebanon,"Wellcome Trust, WT",2
12082,Lebanon,"World Health Organization, WHO",1
12083,Lebanon,Zeneca Pharmaceuticals,1
12084,Lithuania,Academy of Finland,1
12085,Lithuania,Amgen,1
12086,Lithuania,Amylin Pharmaceuticals,1
12087,Lithuania,AstraZeneca,2
12088,Lithuania,Ataxia UK,1
12089,Lithuania,Bayer,1
12090,Lithuania,Boehringer In-gelheim,1
12091,Lithuania,Boehringer Ingel-heim,1
12092,Lithuania,Boehringer Ingelheim,1
12093,Lithuania,"Boston Scientific Corporation, BSC",1
12094,Lithuania,"Brain Research Trust, BRT",1
12095,Lithuania,"Bristol-Myers Squibb, BMS",1
12096,Lithuania,British Neurological Surveillance Unit,1
12097,Lithuania,Daiichi-Sankyo,1
12098,Lithuania,Elcelyx Therapeutics,1
12099,Lithuania,Eli Lilly and Company,1
12100,Lithuania,Else Stockmann Foundation,1
12101,Lithuania,European Economic Area,1
12102,Lithuania,"European Environment Agency, EEA",1
12103,Lithuania,"European Regional Development Fund, FEDER",1
12104,Lithuania,"Faculty of Medicine, University of Latvia",1
12105,Lithuania,Ferring Pharmaceuticals,1
12106,Lithuania,Folkhälsanin Tutkimussäätiö,1
12107,Lithuania,Fondazione Cassa di Risparmio di Verona Vicenza Belluno e Ancona,1
12108,Lithuania,"Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP",1
12109,Lithuania,Genentech,1
12110,Lithuania,"GlaxoSmithKline, GSK",1
12111,Lithuania,"Grantová Agentura České Republiky, GA ČR",1
12112,Lithuania,"H2020 Marie Skłodowska-Curie Actions, MSCA",1
12113,Lithuania,"Helsingin ja Uudenmaan Sairaanhoitopiiri, HUS",1
12114,Lithuania,"Historical Society of Pennsylvania, HSP",1
12115,Lithuania,"Horizon 2020 Framework Programme, H2020",1
12116,Lithuania,Janssen Pharmaceuticals,1
12117,Lithuania,Latvian Association of Endocrinology,1
12118,Lithuania,Latvijas Universitate,2
12119,Lithuania,Liv och Hälsa Society,1
12120,Lithuania,Luitpold Pharmaceuticals,1
12121,Lithuania,"Medical Research Council, MRC",1
12122,Lithuania,Merck,1
12123,Lithuania,"Meso Scale Diagnostics, MSD",1
12124,Lithuania,"Ministerio de Economía y Competitividad, MINECO",1
12125,Lithuania,Mutual Funds Taiwan-Latvia-Lithuania,1
12126,Lithuania,MyoKardia,1
12127,Lithuania,"National Center for Advancing Translational Sciences, NCATS",1
12128,Lithuania,"National Institute for Health Research, NIHR",1
12129,Lithuania,"National Institutes of Health, NIH",1
12130,Lithuania,NovaTarg Therapeutics,1
12131,Lithuania,Novartis,1
12132,Lithuania,Novo Nordisk,1
12133,Lithuania,"Novo Nordisk Fonden, NNF",1
12134,Lithuania,NovoNordisc,1
12135,Lithuania,Pfizer,1
12136,Lithuania,Pluristem Therapeutics,1
12137,Lithuania,Portola Pharmaceuticals,1
12138,Lithuania,Päivikki ja Sakari Sohlbergin Säätiö,1
12139,Lithuania,Rosetrees Trust,1
12140,Lithuania,Sandoz,1
12141,Lithuania,Sanofi,2
12142,Lithuania,Science fund of Lithuanian University of Health Sciences,1
12143,Lithuania,Servier,1
12144,Lithuania,Signe ja Ane Gyllenbergin Säätiö,1
12145,Lithuania,"Spastic Paraplegia Foundation, SPF",1
12146,Lithuania,"Technology Agency of the Czech Republic, TACR",1
12147,Lithuania,"UCLH Biomedical Research Centre, NIHR BRC",1
12148,Lithuania,"Wellcome Trust, WT",1
12149,Lithuania,Zafgen,1
12150,Lithuania,vTv Therapeutics,1
12151,Luxembourg,AFR,1
12152,Luxembourg,Action LIONS Vaincre le Cancer,1
12153,Luxembourg,Action Lions “Vaincre le Cancer” association,1
12154,Luxembourg,"Agencia Estatal de Investigación, AEI",1
12155,Luxembourg,Aides à la Formation-Recherche,1
12156,Luxembourg,"Australian Research Council, ARC",1
12157,Luxembourg,"Bundesministerium für Bildung und Forschung, BMBF",1
12158,Luxembourg,"Centers for Disease Control and Prevention, CDC",1
12159,Luxembourg,Danish Clinical Quality Program,1
12160,Luxembourg,Danish National Diabetes Registry,1
12161,Luxembourg,Een Häerz fir kriibskrank Kanner,1
12162,Luxembourg,"European Commission, EC",1
12163,Luxembourg,European ERDF,1
12164,Luxembourg,"European Foundation for the Study of Diabetes, EFSD",1
12165,Luxembourg,"European Regional Development Fund, ERDF",1
12166,Luxembourg,FIS-MSC,1
12167,Luxembourg,FNR Luxembourg,1
12168,Luxembourg,Federal Ministry of Education,1
12169,Luxembourg,"Fondation Recherche Cancer et Sang, FRCS",2
12170,Luxembourg,German Center for Diabetes Research,1
12171,Luxembourg,German Diabetes Association,1
12172,Luxembourg,"German Historical Institute, GHI",1
12173,Luxembourg,German Robert Koch Institute,1
12174,Luxembourg,"Horizon 2020 Framework Programme, H2020",1
12175,Luxembourg,"Innovative Medicines Initiative, IMI",1
12176,Luxembourg,"Instituto de Salud Carlos III, ISCIII",1
12177,Luxembourg,"Javna Agencija za Raziskovalno Dejavnost RS, ARRS",1
12178,Luxembourg,"Juvenile Diabetes Research Foundation Australia, JDRF",1
12179,Luxembourg,"Juvenile Diabetes Research Foundation United States of America, JDRF",1
12180,Luxembourg,Leona M. and Harry B. Helmsley Charitable Trust,1
12181,Luxembourg,"Ministerio de Economía y Competitividad, MINECO",1
12182,Luxembourg,NHS in England and Wales,1
12183,Luxembourg,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",1
12184,Luxembourg,National Pediatric Diabetes Audit,1
12185,Luxembourg,RETICS Oftared,1
12186,Luxembourg,RKI,1
12187,Luxembourg,"Recherches Scientifiques Luxembourg, RSL",2
12188,Luxembourg,SEARCH,1
12189,Luxembourg,Slovenian Childhood Diabetes Registry,1
12190,Luxembourg,Télévie Luxembourg,1
12191,Luxembourg,Télévie and Action Lions Vaincre le Cancer,1
12192,Macao,Basic Public Welfare Research Program of Zhejiang Province,1
12193,Macao,Beijing Health OLight technology,1
12194,Macao,Beijing National Research Center for Information Science and Technology,1
12195,Macao,China Postdoctoral Science Foundation,2
12196,Macao,"Chinese Academy of Sciences, CAS",1
12197,Macao,"Chinese University of Hong Kong, CUHK",1
12198,Macao,College-level Project Fund of Shanghai Jiao Tong University Affiliated Sixth People's Hospital,1
12199,Macao,College-level Project Fund of Shanghai Jiao Tong University Affiliated Sixth People’s Hospital,1
12200,Macao,Cross of Medicine and Engineering of SJTU,1
12201,Macao,Eye Hospital Wenzhou Medical University,1
12202,Macao,FST,1
12203,Macao,Fujian Institute of Clinical Geriatrics,1
12204,Macao,"Glaucoma Research Foundation, GRF",1
12205,Macao,Guangdong Research and Development project,1
12206,Macao,Guangdong‐Hong Kong‐Macao Joint Laboratory for Intelligent Micro Nano Optoelectronic Technology,1
12207,Macao,Guangzhou Laboratory,1
12208,Macao,Guangzhou Research Project,1
12209,Macao,HKSAR Government,1
12210,Macao,"Hong Kong Polytechnic University, PolyU",1
12211,Macao,Initial Scientific Research Fund,1
12212,Macao,"Innovation and Technology Fund, ITF",1
12213,Macao,Medical-industrial Cross-fund of Shanghai Jiao Tong University,1
12214,Macao,NSFC fund,1
12215,Macao,National Basic Research Project of China,1
12216,Macao,National High-tech R&D Program of China,1
12217,Macao,National Key R&D Program of China,1
12218,Macao,"National Key Research and Development Program of China, NKRDPC",1
12219,Macao,"National Laboratory of Pattern Recognition, NLPR",1
12220,Macao,"National Natural Science Foundation of China, NSFC",9
12221,Macao,National Postdoctoral Program for Innovative Talents,1
12222,Macao,National Science and Technology Innovative Drug Project of China,1
12223,Macao,"Natural Science Foundation of Zhejiang Province, ZJNSF",1
12224,Macao,Research Fund of Guangdong-Hong Kong-Macao Joint Laboratory for Intelligent Micro Nano Optoelectronic Technology,1
12225,Macao,Research Fund of Guangdong‐Hong Kong‐Macao Joint Laboratory for Intelligent Micro Nano Optoelectronic Technology,1
12226,Macao,Research Grants Council General Research Fund,1
12227,Macao,"Science and Technology Commission of Shanghai Municipality, STCSM",2
12228,Macao,Shanghai Pujiang Program,1
12229,Macao,Shenzhen Fundamental Research and Discipline Layout project,1
12230,Macao,Shenzhen Fundamental Research fund,1
12231,Macao,Special Project for Research and Development in Key areas of Guangdong Province,2
12232,Macao,State Key Laboratory of Computer Aided Design and Computer Graphics,1
12233,Macao,Tsinghua University-Peking Union Medical College Hospital Initiative Scientific Research Program,1
12234,Macao,Tsinghua-Fuzhou Institute of Digital Technology,1
12235,Macao,"Universidade de Macau, UM",1
12236,Macao,Wenzhou Basic Public Welfare Research Project,1
12237,Macao,"Zhejiang University, ZJU",1
12238,Macao,academician’s science and technology innovation program in Zhejiang province,1
12239,Madagascar,Daphne Jackson Trust,1
12240,Madagascar,"International Retinal Research Foundation, IRRF",1
12241,Madagascar,NIH/NEI,1
12242,Madagascar,"National Eye Institute, NEI",1
12243,Madagascar,"Research to Prevent Blindness, RPB",1
12244,Madagascar,"Royal Society of Chemistry, RSC",1
12245,Madagascar,University of Surrey,1
12246,Malawi,"Central South University, CSU",2
12247,Malawi,"National Key Research and Development Program of China, NKRDPC",2
12248,Malawi,"National Natural Science Foundation of China, NSFC",2
12249,Malawi,Natural Science Foundation of Hunan Province,2
12250,Malawi,"Xiangya Hospital, Central South University",2
12251,Malaysia,AbbVie,1
12252,Malaysia,"Advanced Manufacturing Office, AMO",1
12253,Malaysia,Adverum Biotechnologies,1
12254,Malaysia,"Agency for Science, Technology and Research, A*STAR",1
12255,Malaysia,Alcon Hellas,1
12256,Malaysia,Alexander von Humboldt-Stiftung,1
12257,Malaysia,"All India Ophthalmological Society, AIOS",1
12258,Malaysia,Allergan,1
12259,Malaysia,"Allergan , Bayer",1
12260,Malaysia,Allergan Hellas,1
12261,Malaysia,"American Diabetes Association, ADA",1
12262,Malaysia,"American Heart Association, AHA",1
12263,Malaysia,American Ophthalmology Society,1
12264,Malaysia,American Society of Hematology,1
12265,Malaysia,Anatomy Laboratory,2
12266,Malaysia,Anglia Ruskin University,1
12267,Malaysia,Aotearoa New Zealand Science Journalism Fund,1
12268,Malaysia,Asia Diabetes Foundation,1
12269,Malaysia,Asia-Pacific Myopia Society,1
12270,Malaysia,Asia-Pacific Ocular Imaging Society,1
12271,Malaysia,Asia-Pacific Vitreo-retina Society,1
12272,Malaysia,"Astellas , Janssen , Alcon , Graybug",1
12273,Malaysia,AstraZeneca,2
12274,Malaysia,Auckland UniServices Ltd,1
12275,Malaysia,Auckland UniServices Ltd.,1
12276,Malaysia,Bausch & Lomb,2
12277,Malaysia,Bayer,3
12278,Malaysia,"Bayer Fund, BF",1
12279,Malaysia,Bayer Hellas,1
12280,Malaysia,"Beijing Shanggong Medical Technology Co., Ltd.",1
12281,Malaysia,Boehringer Ingelheim,3
12282,Malaysia,British Council to Prevent Blindness,1
12283,Malaysia,British Society for Haematology,1
12284,Malaysia,British and Eire Association of Vitreoretinal Surgeons,1
12285,Malaysia,Buchanan Charitable Foundation,1
12286,Malaysia,"Bundesministerium für Bildung und Forschung, BMBF",1
12287,Malaysia,CDL,2
12288,Malaysia,Caribbean Health Research Council Meetings,1
12289,Malaysia,CatWalk Spinal Cord Injury Research Trust,1
12290,Malaysia,CatWalk Spinal Cord Injury Trust,1
12291,Malaysia,"Center for Neuroscience Research, CNR",3
12292,Malaysia,"Center for Outcomes Research and Evaluation, Yale School of Medicine",1
12293,Malaysia,Chengdu Kanghong,1
12294,Malaysia,China Ophthalmology Society,1
12295,Malaysia,Chinese American Association of Ophthalmology,1
12296,Malaysia,Chinese University of Hong Kong Foundation,1
12297,Malaysia,"Chinese University of Hong Kong, CUHK",1
12298,Malaysia,"Chugai , Senju",1
12299,Malaysia,Chuo Sangiyo,1
12300,Malaysia,Commonwealth Caribbean Medical Research Council,1
12301,Malaysia,Comprehensive Sickle Cell Center,1
12302,Malaysia,Daiichi-Sankyo,1
12303,Malaysia,Department of Clinical Diagnostic Laboratories,2
12304,Malaysia,Edanz Pharma,1
12305,Malaysia,Egyptian Fulbright Mission Program,1
12306,Malaysia,European Academy of Ophthalmology,1
12307,Malaysia,European Association for Vision and Eye Research,1
12308,Malaysia,"European Commission, EC",1
12309,Malaysia,European Haematology Association,1
