,Journal,Document Type,counts
1724,"Bioimaging 2021 - 8th international conference on bioimaging; part of the 14th international joint conference on biomedical engineering systems and technologies, biostec 2021",Conference paper,1
1723,"Bioimaging 2020 - 7th international conference on bioimaging, proceedings; part of 13th international joint conference on biomedical engineering systems and technologies, biostec 2020",Conference paper,1
1722,Biogerontology,Article,1
1721,Biofutur,Short survey,1
1718,Bioessays,Conference paper,1
1717,Bioengineering,Review,1
1716,Bioengineering,Article,1
1713,Biodrugs,Article,1
1712,"Biodevices 2018 - 11th international conference on biomedical electronics and devices, proceedings; part of 11th international joint conference on biomedical engineering systems and technologies, biostec 2018",Conference paper,1
1711,Biodegradable polymers. volume 1: advancement in biodegradation study and applications,Book chapter,1
1710,Biodata mining,Article,1
1705,Biochip journal,Article,1
1700,Biochimica et biophysica acta - proteins and proteomics,Conference paper,1
1699,Biochimica et biophysica acta - molecular cell research,Review,1
1698,Biochimica et biophysica acta - molecular cell research,Article,1
1696,Biochimica et biophysica acta - molecular basis of disease,Editorial,1
1691,Biochemistry and molecular biology international,Article,1
1689,Biochemistry and cell biology,Review,1
1857,Biotecnologia aplicada,Review,1
1859,Biotherapy,Review,1
2122,Bulletin of mathematical biology,Article,1
2021,British journal of cardiology,Conference paper,1
2055,British journal of nutrition,Review,1
2050,British journal of learning disabilities,Article,1
2048,British journal of hospital medicine,Note,1
2047,British journal of hospital medicine,Conference paper,1
2043,British journal of general practice,Review,1
2042,British journal of general practice,Note,1
2037,British journal of diabetes and vascular disease,Short survey,1
2035,British journal of diabetes and vascular disease,Note,1
2030,British journal of dermatology,Review,1
2029,British journal of community nursing,Review,1
2026,British journal of clinical pharmacology,Note,1
2025,British journal of clinical pharmacology,Letter,1
2018,British journal of anaesthesia,Review,1
1860,Birth defects research part c - embryo today: reviews,Review,1
2016,British dental journal,Article,1
2014,British columbia medical journal,Article,1
2011,Brazilian symposium of computer graphic and image processing,Conference paper,1
2010,Brazilian journal of probability and statistics,Article,1
2009,Brazilian journal of pharmaceutical sciences,Review,1
2002,Bratislava medical journal,Review,1
2000,"Brain, behavior, and immunity - health",Article,1
1997,Brain research reviews,Review,1
1995,Brain research bulletin,Editorial,1
1990,Brain informatics,Article,1
1989,Brain communications,Article,1
1988,Brain and nerve,Review,1
2056,British journal of nutrition,Short survey,1
2059,British journal of ophthalmology,Erratum,1
2065,British journal of pharmacology,Letter,1
2067,British journal of physiological optics,Article,1
2118,Bulletin et mémoires de l'académie royale de médecine de belgique,Article,1
2117,Bulletin du cancer,Note,1
2113,Bulletin der schweizerischen akademie der medizinischen wissenschaften,Article,1
2109,Bulletin de la societe belge d'ophtalmologie,Conference paper,1
2106,Bulletin de l'académie royale de médecine de belgique,Article,1
2105,Bulletin de l'académie nationale de médecine,Review,1
2104,Bulletin de l'académie nationale de médecine,Article,1
2103,Bulletin de l'academie nationale de medecine,Short survey,1
2102,Bulletin de l'academie nationale de medecine,Review,1
2101,Bulletin de l'academie nationale de medecine,Letter,1
2100,Bulletin de l'academie nationale de medecine,Editorial,1
2099,Bulletin de l'academie nationale de medecine,Conference paper,1
2097,Bull.soc.franc.ophtal.,Article,1
2096,Bull.soc.chirurgiens paris,Article,1
2095,Bull.postgrad.comm.univ.sydney,Article,1
2094,Bull.pol.med.sci.hist.,Article,1
2091,Bruxelles médical,Article,1
2089,Brunei international medical journal,Article,1
2088,Bronchial vascular remodeling in asthma and copd,Book chapter,1
2076,British journal of surgery,Review,1
2075,British journal of surgery,Editorial,1
2074,British journal of sports medicine,Short survey,1
2073,British journal of sports medicine,Article,1
2072,British journal of rheumatology,Article,1
2069,British journal of psychiatry,Conference paper,1
1984,Brain,Editorial,1
1982,Bosnian journal of basic medical sciences / udruženje basičnih mediciniskih znanosti = association of basic medical sciences,Article,1
1978,Bone reports,Article,1
1902,Bmc infectious diseases,Review,1
1900,Bmc immunology,Article,1
1897,Bmc genomics,Article,1
1896,Bmc genomic data,Article,1
1892,Bmc complementary medicine and therapies,Erratum,1
1889,Bmc cell biology,Article,1
1887,Bmc cancer,Article,1
1886,Bmc biotechnology,Article,1
1884,Bmc anesthesiology,Article,1
1883,Bmb reports,Review,1
1882,Blut,Article,1
1881,Blood purification,Conference paper,1
1879,"Blood pressure, supplement",Conference paper,1
1877,Blood pressure,Editorial,1
1876,Blood pressure,Article,1
1875,Blood coagulation and fibrinolysis,Letter,1
1873,"Blood cells, molecules, and diseases",Review,1
1872,"Blood cells, molecules, and diseases",Article,1
1871,Blood,Review,1
1870,Blood,Note,1
1868,Blockchain for 5g healthcare applications: security and privacy solutions,Book chapter,1
1867,Bju international,Editorial,1
1866,Bjs open,Article,1
1865,Bjog: an international journal of obstetrics and gynaecology,Article,1
1863,Bjgp open,Article,1
1862,Biulleten' eksperimental'noi biologii i meditsiny,Article,1
1901,Bmc infectious diseases,Article,1
1908,Bmc medical informatics and decision making,Review,1
1977,Bone marrow transplantation,Article,1
1909,Bmc medical research methodology,Article,1
1973,Bollettino della societa italiana di cardiologia,Article,1
1970,"Bollettino d""oculistica",Article,1
1969,Bollettino chimico farmaceutico,Article,1
1966,Boletín de la asociación médica de puerto rico,Review,1
1965,Boletín de la asociación médica de puerto rico,Article,1
1964,Boletin medico del hospital infantil de mexico,Article,1
1962,Boletim do hospital de pulido valente,Short survey,1
1960,Bodynets 2014 - 9th international conference on body area networks,Conference paper,1
1959,Bmvc 2007 - proceedings of the british machine vision conference 2007,Conference paper,1
1958,Bmj open quality,Article,1
1950,Bmj neurology open,Article,1
1949,Bmj innovations,Letter,1
1947,Bmj health and care informatics,Short survey,1
1944,Bmj global health,Article,1
1942,Bmj case reports,Short survey,1
1929,Bmeicon 2018 - 11th biomedical engineering international conference,Conference paper,1
1928,Bmeicon 2016 - 9th biomedical engineering international conference,Conference paper,1
1927,Bmc women's health,Article,1
1926,Bmc surgery,Article,1
1921,Bmc pregnancy and childbirth,Article,1
1917,Bmc obesity,Article,1
1916,Bmc nursing,Article,1
1914,Bmc nephrology,Review,1
1912,Bmc musculoskeletal disorders,Article,1
1911,Bmc molecular and cell biology,Article,1
2600,Clinical biochemistry,Erratum,1
2602,Clinical biochemistry,Review,1
1632,Beijing gongye daxue xuebao/journal of beijing university of technology,Article,1
3199,Current research in pharmacology and drug discovery,Article,1
3219,Current topics in developmental biology,Review,1
3218,Current therapy in endocrinology and metabolism,Review,1
3215,Current therapeutic research - clinical and experimental,Review,1
3213,Current therapeutic research,Article,1
3211,Current surgery reports,Article,1
3209,Current stem cell research and therapy,Review,1
3208,Current stem cell research and therapy,Article,1
3205,Current signal transduction therapy,Review,1
3204,Current signal transduction therapy,Article,1
3203,Current science,Review,1
3201,Current rheumatology reviews,Article,1
3200,Current research in translational medicine,Review,1
3198,Current protocols in mouse biology,Article,1
3174,Current opinion in toxicology,Review,1
3197,Current proteomics,Review,1
3194,Current protein and peptide science,Article,1
3193,Current problems in surgery,Article,1
3192,Current problems in pediatric and adolescent health care,Note,1
3191,Current problems in clinical biochemistry,Article,1
3190,Current pharmacogenomics and personalized medicine,Review,1
3189,Current pharmacogenomics and personalized medicine,Erratum,1
3188,Current pharmacogenomics and personalized medicine,Editorial,1
3187,Current pharmacogenomics and personalized medicine,Article,1
3186,Current pharmaceutical design,Short survey,1
3181,Current pharmaceutical biotechnology,Editorial,1
3178,Current pediatric research,Note,1
3221,Current topics in medicinal chemistry,Editorial,1
3223,Current topics in membranes,Book chapter,1
3225,Current topics in nutraceutical research,Review,1
3226,Current topics in pharmacology,Article,1
3266,Das deutsche gesundheitswesen,Article,1
3265,"Daru, journal of pharmaceutical sciences",Review,1
3264,"Daru, journal of pharmaceutical sciences",Editorial,1
3263,"Daru, journal of pharmaceutical sciences",Article,1
3262,Danish medical journal,Review,1
3257,Dakar medical,Article,1
3256,Czasopismo stomatologiczne,Article,1
3254,Cytotechnology,Article,1
3253,Cytometry part a,Article,1
3252,Cytokine effector functions in tissues,Book chapter,1
3251,Cytokine and growth factor reviews,Short survey,1
3249,Cytokine and growth factor reviews,Article,1
